date,cash,holdings_value,total_value,AAPL_shares,MSFT_shares,GOOGL_shares,NVDA_shares
2022-03-10,5116.789905548096,4604.198066711426,9720.987972259521,7.0,7.0,0.0,66.0
2022-03-11,5116.789905548096,4502.200046539307,9618.989952087402,7.0,7.0,0.0,66.0
2022-03-14,4109.181934356689,5404.807949066162,9513.989883422852,7.0,7.0,8.0,66.0
2022-03-15,5142.765918731689,4611.897903442383,9754.663822174072,7.0,7.0,0.0,66.0
2022-03-16,5142.765918731689,4794.596096038818,9937.362014770508,7.0,7.0,0.0,66.0
2022-03-17,5142.765918731689,4825.436023712158,9968.201942443848,7.0,7.0,0.0,66.0
2022-03-18,6290.625888824463,3848.907890319824,10139.533779144287,0.0,7.0,0.0,66.0
2022-03-21,6290.625888824463,3858.563976287842,10149.189865112305,0.0,7.0,0.0,66.0
2022-03-22,6290.625888824463,3879.0039939880367,10169.6298828125,0.0,7.0,0.0,66.0
2022-03-23,6290.625888824463,3788.273983001709,10078.899871826172,0.0,7.0,0.0,66.0
2022-03-24,6290.625888824463,3986.6000175476074,10277.22590637207,0.0,7.0,0.0,66.0
2022-03-25,6290.625888824463,3953.431911468506,10244.057800292969,0.0,7.0,0.0,66.0
2022-03-28,8465.525974273682,1862.4539909362793,10327.979965209961,0.0,0.0,0.0,66.0
2022-03-29,8465.525974273682,1891.2960090637207,10356.821983337402,0.0,0.0,0.0,66.0
2022-03-30,8465.525974273682,1827.5400352478027,10293.066009521484,0.0,0.0,0.0,66.0
2022-03-31,6923.975986480713,3342.425941467285,10266.401927947998,0.0,5.0,0.0,66.0
2022-04-01,6923.975986480713,3310.0920600891113,10234.068046569824,0.0,5.0,0.0,66.0
2022-04-04,8498.825992584229,1805.760040283203,10304.586032867432,0.0,0.0,0.0,66.0
2022-04-05,8498.825992584229,1711.4459838867185,10210.271976470947,0.0,0.0,0.0,66.0
2022-04-06,6701.8259925842285,3407.861972808838,10109.687965393066,0.0,6.0,0.0,66.0
2022-04-07,6701.8259925842285,3405.947982788086,10107.773975372314,0.0,6.0,0.0,66.0
2022-04-08,5341.1060218811035,4668.393943786621,10009.499965667725,8.0,6.0,0.0,66.0
2022-04-11,5341.1060218811035,4484.082046508789,9825.188068389893,8.0,6.0,0.0,66.0
2022-04-12,4319.390018463135,5474.619998931885,9794.01001739502,8.0,6.0,8.0,66.0
2022-04-13,5358.541996002197,4554.3178634643555,9912.859859466553,8.0,6.0,0.0,66.0
2022-04-14,4344.7019691467285,5418.167854309082,9762.86982345581,8.0,6.0,8.0,66.0
2022-04-18,4344.7019691467285,5462.770042419434,9807.472011566162,8.0,6.0,8.0,66.0
2022-04-19,5384.7739906311035,4516.067874908447,9900.84186553955,8.0,6.0,0.0,66.0
2022-04-20,5384.7739906311035,4473.811901092529,9858.585891723633,8.0,6.0,0.0,66.0
2022-04-21,4386.257999420166,5346.813999176025,9733.071998596191,8.0,6.0,8.0,66.0
2022-04-22,2859.495044708252,6710.336837768555,9569.831882476807,13.0,6.0,14.0,66.0
2022-04-25,4582.531009674072,5115.292098999023,9697.823108673096,13.0,6.0,0.0,66.0
2022-04-26,3633.330997467041,5848.928066253662,9482.259063720703,13.0,6.0,8.0,66.0
2022-04-27,3633.330997467041,5864.476181030273,9497.807178497314,13.0,6.0,8.0,66.0
2022-04-28,3633.330997467041,6118.891986846924,9752.222984313965,13.0,6.0,8.0,66.0
2022-04-29,3633.330997467041,5851.547889709473,9484.878887176514,13.0,6.0,8.0,66.0
2022-05-02,3633.330997467041,5982.142158508301,9615.473155975342,13.0,6.0,8.0,66.0
2022-05-03,3633.330997467041,5996.323886871338,9629.654884338379,13.0,6.0,8.0,66.0
2022-05-04,5791.591053009033,4060.0120544433594,9851.603107452393,0.0,6.0,8.0,66.0
2022-05-05,4537.431018829346,5094.008068084717,9631.439086914062,8.0,6.0,8.0,66.0
2022-05-06,4537.431018829346,5065.141990661621,9602.573009490967,8.0,6.0,8.0,66.0
2022-05-09,4537.431018829346,4822.74796295166,9360.178981781006,8.0,6.0,8.0,66.0
2022-05-10,4537.431018829346,4929.509883880615,9466.940902709961,8.0,6.0,8.0,66.0
2022-05-11,4537.431018829346,4741.699878692627,9279.130897521973,8.0,6.0,8.0,66.0
2022-05-12,4537.431018829346,4642.881980895996,9180.312999725342,8.0,6.0,8.0,66.0
2022-05-13,4537.431018829346,4840.599925994873,9378.030944824219,8.0,6.0,8.0,66.0
2022-05-16,4537.431018829346,4788.303939819336,9325.734958648682,8.0,6.0,8.0,66.0
2022-05-17,4537.431018829346,4926.3060874938965,9463.737106323242,8.0,6.0,8.0,66.0
2022-05-18,4537.431018829346,4664.1440353393555,9201.575054168701,8.0,6.0,8.0,66.0
2022-05-19,4537.431018829346,4630.896102905273,9168.32712173462,8.0,6.0,8.0,66.0
2022-05-20,4537.431018829346,4589.14794921875,9126.578968048096,8.0,6.0,8.0,66.0
2022-05-23,4537.431018829346,4715.952007293701,9253.383026123047,8.0,6.0,8.0,66.0
2022-05-24,4537.431018829346,4594.523941040039,9131.954959869385,8.0,6.0,8.0,66.0
2022-05-25,4537.431018829346,4666.069995880127,9203.501014709473,8.0,6.0,8.0,66.0
2022-05-26,4537.431018829346,4786.145969390869,9323.576988220215,8.0,6.0,8.0,66.0
2022-05-27,4537.431018829346,4976.617973327637,9514.048992156982,8.0,6.0,8.0,66.0
2022-05-31,4537.431018829346,4964.388008117676,9501.819026947021,8.0,6.0,8.0,66.0
2022-06-01,4537.431018829346,4944.456100463867,9481.887119293213,8.0,6.0,8.0,66.0
2022-06-02,4537.431018829346,5091.211891174316,9628.642910003662,8.0,6.0,8.0,66.0
2022-06-03,4537.431018829346,4935.007930755615,9472.438949584961,8.0,6.0,8.0,66.0
2022-06-06,4537.431018829346,4956.05997467041,9493.490993499756,8.0,6.0,8.0,66.0
2022-06-07,4537.431018829346,5010.992076873779,9548.423095703125,8.0,6.0,8.0,66.0
2022-06-08,4537.431018829346,4974.460124969482,9511.891143798828,8.0,6.0,8.0,66.0
2022-06-09,4537.431018829346,4839.712089538574,9377.14310836792,8.0,6.0,8.0,66.0
2022-06-10,4537.431018829346,4624.556125640869,9161.987144470215,8.0,6.0,8.0,66.0
2022-06-13,4537.431018829346,4392.442041397095,8929.87306022644,8.0,6.0,8.0,66.0
2022-06-14,4537.431018829346,4427.920017242432,8965.351036071777,8.0,6.0,8.0,66.0
2022-06-15,4537.431018829346,4562.897964477539,9100.328983306885,8.0,6.0,8.0,66.0
2022-06-16,4537.431018829346,4388.233982086182,8925.665000915527,8.0,6.0,8.0,66.0
2022-06-17,4537.431018829346,4443.607961654663,8981.038980484009,8.0,6.0,8.0,66.0
2022-06-21,4537.431018829346,4595.107982635498,9132.539001464844,8.0,6.0,8.0,66.0
2022-06-22,4537.431018829346,4573.240142822266,9110.671161651611,8.0,6.0,8.0,66.0
2022-06-23,4537.431018829346,4628.105945587158,9165.536964416504,8.0,6.0,8.0,66.0
2022-06-24,4537.431018829346,4813.596054077148,9351.027072906494,8.0,6.0,8.0,66.0
2022-06-27,4537.431018829346,4762.642112731934,9300.07313156128,8.0,6.0,8.0,66.0
2022-06-28,4537.431018829346,4589.272106170654,9126.703125,8.0,6.0,8.0,66.0
2022-06-29,4537.431018829346,4594.78401184082,9132.215030670166,8.0,6.0,8.0,66.0
2022-06-30,4537.431018829346,4506.937934875488,9044.368953704834,8.0,6.0,8.0,66.0
2022-07-01,4537.431018829346,4497.337869644165,9034.76888847351,8.0,6.0,8.0,66.0
2022-07-05,4537.431018829346,4603.3080043792725,9140.739023208618,8.0,6.0,8.0,66.0
2022-07-06,4537.431018829346,4655.775930404663,9193.206949234009,8.0,6.0,8.0,66.0
2022-07-07,4537.431018829346,4778.0919761657715,9315.522994995117,8.0,6.0,8.0,66.0
2022-07-08,4537.431018829346,4782.415990829468,9319.847009658813,8.0,6.0,8.0,66.0
2022-07-11,4537.431018829346,4671.46403503418,9208.895053863525,8.0,6.0,8.0,66.0
2022-07-12,4537.431018829346,4596.475980758667,9133.906999588013,8.0,6.0,8.0,66.0
2022-07-13,4537.431018829346,4571.8920249938965,9109.323043823242,8.0,6.0,8.0,66.0
2022-07-14,4537.431018829346,4609.732006072998,9147.163024902344,8.0,6.0,8.0,66.0
2022-07-15,4537.431018829346,4676.191968917847,9213.622987747192,8.0,6.0,8.0,66.0
2022-07-18,4537.431018829346,4636.966037750244,9174.39705657959,8.0,6.0,8.0,66.0
2022-07-19,4537.431018829346,4797.132011413574,9334.56303024292,8.0,6.0,8.0,66.0
2022-07-20,4537.431018829346,4884.401840209961,9421.832859039307,8.0,6.0,8.0,66.0
2022-07-21,4537.431018829346,4937.85994720459,9475.290966033936,8.0,6.0,8.0,66.0
2022-07-22,4537.431018829346,4801.1339111328125,9338.564929962158,8.0,6.0,8.0,66.0
2022-07-25,4537.431018829346,4760.243923187256,9297.674942016602,8.0,6.0,8.0,66.0
2022-07-26,4537.431018829346,4655.538047790527,9192.969066619873,8.0,6.0,8.0,66.0
2022-07-27,4537.431018829346,4945.379928588867,9482.810947418213,8.0,6.0,8.0,66.0
2022-07-28,4537.431018829346,5017.964031219482,9555.395050048828,8.0,6.0,8.0,66.0
2022-07-29,4537.431018829346,5113.837902069092,9651.268920898438,8.0,6.0,8.0,66.0
2022-08-01,4537.431018829346,5096.12601852417,9633.557037353516,8.0,6.0,8.0,66.0
2022-08-02,4537.431018829346,5072.755916595459,9610.186935424805,8.0,6.0,8.0,66.0
2022-08-03,5866.471057891846,3886.3979988098145,9752.86905670166,0.0,6.0,8.0,66.0
2022-08-04,5866.471057891846,3915.609992980957,9782.081050872803,0.0,6.0,8.0,66.0
2022-08-05,5866.471057891846,3890.494052886963,9756.965110778809,0.0,6.0,8.0,66.0
2022-08-08,5866.471057891846,3794.6580200195312,9661.129077911377,0.0,6.0,8.0,66.0
2022-08-09,5866.471057891846,3754.5159339904785,9620.986991882324,0.0,6.0,8.0,66.0
2022-08-10,5866.471057891846,3886.9620056152344,9753.43306350708,0.0,6.0,8.0,66.0
2022-08-11,5866.471057891846,3857.0118675231934,9723.482925415039,0.0,6.0,8.0,66.0
2022-08-12,5866.471057891846,3959.6940002441406,9826.165058135986,0.0,6.0,8.0,66.0
2022-08-15,5866.471057891846,3993.5719947814937,9860.04305267334,0.0,6.0,8.0,66.0
2022-08-16,5866.471057891846,3975.8739051818848,9842.34496307373,0.0,6.0,8.0,66.0
2022-08-17,5866.471057891846,3914.4300079345703,9780.901065826416,0.0,6.0,8.0,66.0
2022-08-18,5866.471057891846,3941.398113250733,9807.869171142578,0.0,6.0,8.0,66.0
2022-08-19,5866.471057891846,3832.6140174865723,9699.085075378418,0.0,6.0,8.0,66.0
2022-08-22,4693.481006622314,4877.6540603637695,9571.135066986084,7.0,6.0,8.0,66.0
2022-08-23,4693.481006622314,4874.075973510742,9567.556980133057,7.0,6.0,8.0,66.0
2022-08-24,4693.481006622314,4873.6220703125,9567.103076934814,7.0,6.0,8.0,66.0
2022-08-25,4693.481006622314,4978.768047332764,9672.249053955078,7.0,6.0,8.0,66.0
2022-08-26,3875.381031036377,5527.85990524292,9403.240936279297,12.0,6.0,8.0,66.0
2022-08-29,3875.381031036377,5446.166086196899,9321.547117233276,12.0,6.0,8.0,66.0
2022-08-30,3875.381031036377,5377.148097991943,9252.52912902832,12.0,6.0,8.0,66.0
2022-08-31,3875.381031036377,5317.424022674561,9192.805053710938,12.0,6.0,8.0,66.0
2022-09-01,3875.381031036377,5255.68204498291,9131.063076019287,12.0,6.0,8.0,66.0
2022-09-02,3875.381031036377,5169.581964492798,9044.962995529175,12.0,6.0,8.0,66.0
2022-09-06,3875.381031036377,5117.029975891113,8992.41100692749,12.0,6.0,8.0,66.0
2022-09-07,3875.381031036377,5200.784017562866,9076.165048599243,12.0,6.0,8.0,66.0
2022-09-08,3875.381031036377,5195.01997756958,9070.401008605957,12.0,6.0,8.0,66.0
2022-09-09,3875.381031036377,5309.94190788269,9185.322938919067,12.0,6.0,8.0,66.0
2022-09-12,3875.381031036377,5405.269887924194,9280.650918960571,12.0,6.0,8.0,66.0
2022-09-13,3875.381031036377,5059.225957870483,8934.60698890686,12.0,6.0,8.0,66.0
2022-09-14,3875.381031036377,5083.487995147705,8958.869026184082,12.0,6.0,8.0,66.0
2022-09-15,3875.381031036377,4977.3139934539795,8852.695024490356,12.0,6.0,8.0,66.0
2022-09-16,3875.381031036377,4970.308017730713,8845.68904876709,12.0,6.0,8.0,66.0
2022-09-19,3875.381031036377,5028.651969909668,8904.033000946045,12.0,6.0,8.0,66.0
2022-09-20,3875.381031036377,5016.235879898071,8891.616910934448,12.0,6.0,8.0,66.0
2022-09-21,3875.381031036377,4947.805965423584,8823.186996459961,12.0,6.0,8.0,66.0
2022-09-22,3875.381031036377,4908.90602684021,8784.287057876587,12.0,6.0,8.0,66.0
2022-09-23,3875.381031036377,4848.655870437622,8724.036901473999,12.0,6.0,8.0,66.0
2022-09-26,3875.381031036377,4826.347997665405,8701.729028701782,12.0,6.0,8.0,66.0
2022-09-27,3875.381031036377,4838.837963104248,8714.218994140625,12.0,6.0,8.0,66.0
2022-09-28,3875.381031036377,4885.476028442383,8760.85705947876,12.0,6.0,8.0,66.0
2022-09-29,3875.381031036377,4720.639951705933,8596.02098274231,12.0,6.0,8.0,66.0
2022-09-30,3875.381031036377,4622.173934936523,8497.5549659729,12.0,6.0,8.0,66.0
2022-10-03,3875.381031036377,4768.751996994019,8644.133028030396,12.0,6.0,8.0,66.0
2022-10-04,3875.381031036377,4928.622085571289,8804.003116607666,12.0,6.0,8.0,66.0
2022-10-05,3875.381031036377,4935.23388671875,8810.614917755127,12.0,6.0,8.0,66.0
2022-10-06,3875.381031036377,4903.839864730835,8779.220895767212,12.0,6.0,8.0,66.0
2022-10-07,3875.381031036377,4672.976005554199,8548.357036590576,12.0,6.0,8.0,66.0
2022-10-10,3875.381031036377,4613.639987945557,8489.021018981934,12.0,6.0,8.0,66.0
2022-10-11,3875.381031036377,4562.3360023498535,8437.71703338623,12.0,6.0,8.0,66.0
2022-10-12,3875.381031036377,4554.0599365234375,8429.440967559814,12.0,6.0,8.0,66.0
2022-10-13,3875.381031036377,4703.160081863403,8578.54111289978,12.0,6.0,8.0,66.0
2022-10-14,3875.381031036377,4545.382040023804,8420.76307106018,12.0,6.0,8.0,66.0
2022-10-17,3875.381031036377,4718.468015670776,8593.849046707153,12.0,6.0,8.0,66.0
2022-10-18,3875.381031036377,4751.981973648071,8627.363004684448,12.0,6.0,8.0,66.0
2022-10-19,3875.381031036377,4737.605936050415,8612.986967086792,12.0,6.0,8.0,66.0
2022-10-20,3875.381031036377,4742.143981933594,8617.52501296997,12.0,6.0,8.0,66.0
2022-10-21,3875.381031036377,4851.755973815918,8727.137004852295,12.0,6.0,8.0,66.0
2022-10-24,3875.381031036377,4928.593935012817,8803.974966049194,12.0,6.0,8.0,66.0
2022-10-25,3875.381031036377,5043.105983734131,8918.487014770508,12.0,6.0,8.0,66.0
2022-10-26,3875.381031036377,4790.696113586426,8666.077144622803,12.0,6.0,8.0,66.0
2022-10-27,3875.381031036377,4705.476022720337,8580.857053756714,12.0,6.0,8.0,66.0
2022-10-28,3875.381031036377,4967.464019775391,8842.845050811768,12.0,6.0,8.0,66.0
2022-10-31,3875.381031036377,4879.741985321045,8755.123016357422,12.0,6.0,8.0,66.0
2022-11-01,3875.381031036377,4794.4179401397705,8669.798971176147,12.0,6.0,8.0,66.0
2022-11-02,3875.381031036377,4629.174022674561,8504.555053710938,12.0,6.0,8.0,66.0
2022-11-03,3875.381031036377,4505.286029815674,8380.66706085205,12.0,6.0,8.0,66.0
2022-11-04,3875.381031036377,4615.836078643799,8491.217109680176,12.0,6.0,8.0,66.0
2022-11-07,3875.381031036377,4686.045907974243,8561.42693901062,12.0,6.0,8.0,66.0
2022-11-08,3875.381031036377,4722.1519985198975,8597.533029556274,12.0,6.0,8.0,66.0
2022-11-09,3875.381031036377,4573.2759075164795,8448.656938552856,12.0,6.0,8.0,66.0
2022-11-10,3875.381031036377,5011.339935302734,8886.720966339111,12.0,6.0,8.0,66.0
2022-11-11,3875.381031036377,5127.921974182129,9003.303005218506,12.0,6.0,8.0,66.0
2022-11-14,3875.381031036377,5069.729984283447,8945.111015319824,12.0,6.0,8.0,66.0
2022-11-15,3875.381031036377,5139.775970458984,9015.157001495361,12.0,6.0,8.0,66.0
2022-11-16,3875.381031036377,5076.719871520996,8952.100902557373,12.0,6.0,8.0,66.0
2022-11-17,3875.381031036377,5080.281978607178,8955.663009643555,12.0,6.0,8.0,66.0
2022-11-18,3875.381031036377,5059.233955383301,8934.614986419678,12.0,6.0,8.0,66.0
2022-11-21,3875.381031036377,5004.141965866089,8879.522996902466,12.0,6.0,8.0,66.0
2022-11-22,3875.381031036377,5107.247936248779,8982.628967285156,12.0,6.0,8.0,66.0
2022-11-23,3875.381031036377,5176.25403213501,9051.635063171387,12.0,6.0,8.0,66.0
2022-11-25,3875.381031036377,5115.760063171387,8991.141094207764,12.0,6.0,8.0,66.0
2022-11-28,3875.381031036377,4994.181983947754,8869.56301498413,12.0,6.0,8.0,66.0
2022-11-29,3875.381031036377,4929.714004516602,8805.095035552979,12.0,6.0,8.0,66.0
2022-11-30,3875.381031036377,5232.037986755371,9107.419017791748,12.0,6.0,8.0,66.0
2022-12-01,3875.381031036377,5246.68998336792,9122.071014404297,12.0,6.0,8.0,66.0
2022-12-02,3875.381031036377,5221.175979614258,9096.557010650635,12.0,6.0,8.0,66.0
2022-12-05,3875.381031036377,5152.860107421875,9028.241138458252,12.0,6.0,8.0,66.0
2022-12-06,3875.381031036377,5016.622072219849,8892.003103256226,12.0,6.0,8.0,66.0
2022-12-07,3875.381031036377,4980.940074920654,8856.321105957031,12.0,6.0,8.0,66.0
2022-12-08,3875.381031036377,5079.033924102783,8954.41495513916,12.0,6.0,8.0,66.0
2022-12-09,3875.381031036377,5043.146011352539,8918.527042388916,12.0,6.0,8.0,66.0
2022-12-12,3875.381031036377,5152.730003356934,9028.11103439331,12.0,6.0,8.0,66.0
2022-12-13,3875.381031036377,5244.95210647583,9120.333137512207,12.0,6.0,8.0,66.0
2022-12-14,3875.381031036377,5188.884071350098,9064.265102386475,12.0,6.0,8.0,66.0
2022-12-15,3875.381031036377,4977.771949768066,8853.152980804443,12.0,6.0,8.0,66.0
2022-12-16,3875.381031036377,4898.025909423828,8773.406940460205,12.0,6.0,8.0,66.0
2022-12-19,3875.381031036377,4811.423923492432,8686.804954528809,12.0,6.0,8.0,66.0
2022-12-20,3875.381031036377,4812.169967651367,8687.550998687744,12.0,6.0,8.0,66.0
2022-12-21,3875.381031036377,4897.685897827148,8773.066928863525,12.0,6.0,8.0,66.0
2022-12-22,3875.381031036377,4730.353963851929,8605.734994888306,12.0,6.0,8.0,66.0
2022-12-23,3875.381031036377,4732.136030197144,8607.51706123352,12.0,6.0,8.0,66.0
2022-12-27,3875.381031036377,4613.226039886475,8488.607070922852,12.0,6.0,8.0,66.0
2022-12-28,3875.381031036377,4534.195993423462,8409.577024459839,12.0,6.0,8.0,66.0
2022-12-29,3875.381031036377,4672.77792930603,8548.158960342407,12.0,6.0,8.0,66.0
2022-12-30,3875.381031036377,4668.444004058838,8543.825035095215,12.0,6.0,8.0,66.0
2023-01-03,3875.381031036377,4596.070001602173,8471.45103263855,12.0,6.0,8.0,66.0
2023-01-04,3875.381031036377,4568.994031906128,8444.375062942505,12.0,6.0,8.0,66.0
2023-01-05,3875.381031036377,4465.189943313599,8340.570974349976,12.0,6.0,8.0,66.0
2023-01-06,3875.381031036377,4584.433881759644,8459.81491279602,12.0,6.0,8.0,66.0
2023-01-09,3875.381031036377,4660.12788772583,8535.508918762207,12.0,6.0,8.0,66.0
2023-01-10,3875.381031036377,4699.213996887207,8574.595027923584,12.0,6.0,8.0,66.0
2023-01-11,3875.381031036377,4804.726028442383,8680.10705947876,12.0,6.0,8.0,66.0
2023-01-12,3875.381031036377,4850.74596786499,8726.126998901367,12.0,6.0,8.0,66.0
2023-01-13,3875.381031036377,4904.793941497803,8780.17497253418,12.0,6.0,8.0,66.0
2023-01-17,3875.381031036377,4972.032051086426,8847.413082122803,12.0,6.0,8.0,66.0
2023-01-18,3875.381031036377,4913.222141265869,8788.603172302246,12.0,6.0,8.0,66.0
2023-01-19,3875.381031036377,4865.709991455078,8741.091022491455,12.0,6.0,8.0,66.0
2023-01-20,3875.381031036377,5057.293968200684,8932.67499923706,12.0,6.0,8.0,66.0
2023-01-23,3875.381031036377,5213.85807800293,9089.239109039307,12.0,6.0,8.0,66.0
2023-01-24,3875.381031036377,5215.689880371094,9091.07091140747,12.0,6.0,8.0,66.0
2023-01-25,3875.381031036377,5183.058017730713,9058.43904876709,12.0,6.0,8.0,66.0
2023-01-26,3875.381031036377,5302.612056732178,9177.993087768555,12.0,6.0,8.0,66.0
2023-01-27,3875.381031036377,5379.169940948486,9254.550971984863,12.0,6.0,8.0,66.0
2023-01-30,3875.381031036377,5212.4721031188965,9087.853134155273,12.0,6.0,8.0,66.0
2023-01-31,3875.381031036377,5298.501918792725,9173.882949829102,12.0,6.0,8.0,66.0
2023-02-01,3875.381031036377,5447.337966918945,9322.718997955322,12.0,6.0,8.0,66.0
2023-02-02,3875.381031036377,5692.154083251953,9567.53511428833,12.0,6.0,8.0,66.0
2023-02-03,3875.381031036377,5634.940052032471,9510.321083068848,12.0,6.0,8.0,66.0
2023-02-06,3875.381031036377,5576.453941345215,9451.834972381592,12.0,6.0,8.0,66.0
2023-02-07,3875.381031036377,5785.697929382324,9661.078960418701,12.0,6.0,8.0,66.0
2023-02-08,3875.381031036377,5683.910060882568,9559.291091918945,12.0,6.0,8.0,66.0
2023-02-09,3875.381031036377,5626.481922149658,9501.862953186035,12.0,6.0,8.0,66.0
2023-02-10,3875.381031036377,5550.769927978516,9426.150959014893,12.0,6.0,8.0,66.0
2023-02-13,3875.381031036377,5669.008129119873,9544.38916015625,12.0,6.0,8.0,66.0
2023-02-14,3875.381031036377,5744.946090698242,9620.32712173462,12.0,6.0,8.0,66.0
2023-02-15,3875.381031036377,5757.824081420898,9633.205112457275,12.0,6.0,8.0,66.0
2023-02-16,3875.381031036377,5633.6321144104,9509.013145446777,12.0,6.0,8.0,66.0
2023-02-17,3875.381031036377,5545.3680419921875,9420.749073028564,12.0,6.0,8.0,66.0
2023-02-21,3875.381031036377,5395.329990386963,9270.71102142334,12.0,6.0,8.0,66.0
2023-02-22,3875.381031036377,5398.944004058838,9274.325035095215,12.0,6.0,8.0,66.0
2023-02-23,3875.381031036377,5610.363918304443,9485.74494934082,12.0,6.0,8.0,66.0
2023-02-24,3875.381031036377,5505.756019592285,9381.137050628662,12.0,6.0,8.0,66.0
2023-02-27,3875.381031036377,5546.025985717773,9421.40701675415,12.0,6.0,8.0,66.0
2023-02-28,3875.381031036377,5518.175987243652,9393.55701828003,12.0,6.0,8.0,66.0
2023-03-01,3875.381031036377,5442.287998199463,9317.66902923584,12.0,6.0,8.0,66.0
2023-03-02,3875.381031036377,5532.303993225098,9407.685024261475,12.0,6.0,8.0,66.0
2023-03-03,3875.381031036377,5670.0399169921875,9545.420948028564,12.0,6.0,8.0,66.0
2023-03-06,3875.381031036377,5702.784027099609,9578.165058135986,12.0,6.0,8.0,66.0
2023-03-07,3875.381031036377,5631.988048553467,9507.369079589844,12.0,6.0,8.0,66.0
2023-03-08,3875.381031036377,5706.585906982422,9581.966938018799,12.0,6.0,8.0,66.0
2023-03-09,3875.381031036377,5606.336051940918,9481.717082977295,12.0,6.0,8.0,66.0
2023-03-10,3875.381031036377,5514.269966125488,9389.650997161865,12.0,6.0,8.0,66.0
2023-03-13,3875.381031036377,5573.79598236084,9449.177013397217,12.0,6.0,8.0,66.0
2023-03-14,3875.381031036377,5735.737998962402,9611.11902999878,12.0,6.0,8.0,66.0
2023-03-15,3875.381031036377,5796.448127746582,9671.829158782959,12.0,6.0,8.0,66.0
2023-03-16,3875.381031036377,6015.666168212891,9891.047199249268,12.0,6.0,8.0,66.0
2023-03-17,3875.381031036377,6047.390003204346,9922.771034240723,12.0,6.0,8.0,66.0
2023-03-20,3875.381031036377,6041.339977264404,9916.721008300781,12.0,6.0,8.0,66.0
2023-03-21,3875.381031036377,6122.533924102783,9997.91495513916,12.0,6.0,8.0,66.0
2023-03-22,3875.381031036377,6101.548122406006,9976.929153442383,12.0,6.0,8.0,66.0
2023-03-23,3875.381031036377,6212.52592086792,10087.906951904297,12.0,6.0,8.0,66.0
2023-03-24,3875.381031036377,6217.354019165039,10092.735050201416,12.0,6.0,8.0,66.0
2023-03-27,3875.381031036377,6128.366016387939,10003.747047424316,12.0,6.0,8.0,66.0
2023-03-28,3875.381031036377,6094.4799728393555,9969.861003875732,12.0,6.0,8.0,66.0
2023-03-29,3875.381031036377,6204.364055633545,10079.745086669922,12.0,6.0,8.0,66.0
2023-03-30,3875.381031036377,6267.017890930176,10142.398921966553,12.0,6.0,8.0,66.0
2023-03-31,5854.180957794189,4392.921981811523,10247.102939605713,0.0,6.0,8.0,66.0
2023-04-03,5854.180957794189,4403.950080871582,10258.131038665771,0.0,6.0,8.0,66.0
2023-04-04,5854.180957794189,4372.737907409668,10226.918865203857,0.0,6.0,8.0,66.0
2023-04-05,4707.860996246338,5462.265983581543,10170.12697982788,7.0,6.0,8.0,66.0
2023-04-06,5860.4810218811035,4401.4020652771,10261.883087158203,0.0,6.0,8.0,66.0
2023-04-10,4726.271030426025,5542.284130096436,10268.555160522461,7.0,6.0,8.0,66.0
2023-04-11,4726.271030426025,5458.53396987915,10184.805000305176,7.0,6.0,8.0,66.0
2023-04-12,4726.271030426025,5407.430034637451,10133.701065063477,7.0,6.0,8.0,66.0
2023-04-13,5885.191013336182,4345.037937164307,10230.228950500488,0.0,6.0,8.0,66.0
2023-04-14,5885.191013336182,4353.828071594238,10239.01908493042,0.0,6.0,8.0,66.0
2023-04-17,5885.191013336182,4362.691989898682,10247.883003234863,0.0,6.0,8.0,66.0
2023-04-18,5885.191013336182,4392.241958618164,10277.432971954346,0.0,6.0,8.0,66.0
2023-04-19,5885.191013336182,4407.5860595703125,10292.777072906494,0.0,6.0,8.0,66.0
2023-04-20,5885.191013336182,4347.843925476074,10233.034938812256,0.0,6.0,8.0,66.0
2023-04-21,5885.191013336182,4347.694053649902,10232.885066986084,0.0,6.0,8.0,66.0
2023-04-24,5885.191013336182,4323.151931762695,10208.342945098877,0.0,6.0,8.0,66.0
2023-04-25,4738.800983428955,5361.616046905518,10100.417030334473,7.0,6.0,8.0,66.0
2023-04-26,4738.800983428955,5527.315883636475,10266.11686706543,7.0,6.0,8.0,66.0
2023-04-27,5917.671009063721,4486.615879058838,10404.286888122559,0.0,6.0,8.0,66.0
2023-04-28,5917.671009063721,4533.714065551758,10451.385074615479,0.0,6.0,8.0,66.0
2023-05-01,5917.671009063721,4599.019950866699,10516.69095993042,0.0,6.0,8.0,66.0
2023-05-02,5917.671009063721,4536.879959106445,10454.550968170166,0.0,6.0,8.0,66.0
2023-05-03,5917.671009063721,4504.6119956970215,10422.283004760742,0.0,6.0,8.0,66.0
2023-05-04,5917.671009063721,4489.072059631348,10406.743068695068,0.0,6.0,8.0,66.0
2023-05-05,7781.570972442627,2737.4400177001953,10519.010990142822,0.0,0.0,8.0,66.0
2023-05-08,6238.321002960205,4329.375881195068,10567.696884155273,0.0,5.0,8.0,66.0
2023-05-09,6238.321002960205,4279.485931396484,10517.80693435669,0.0,5.0,8.0,66.0
2023-05-10,7799.870990753174,2800.410015106201,10600.281005859375,0.0,0.0,8.0,66.0
2023-05-11,7799.870990753174,2818.707939147949,10618.578929901123,0.0,0.0,8.0,66.0
